Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",1841865,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Gucci Gang","Lil Pump",1257499,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
3,"I Fall Apart","Post Malone",1078205,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4,"Ric Flair Drip (& Metro Boomin)",Offset,942623,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
5,"Candy Paint","Post Malone",937373,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
6,"No Limit",G-Eazy,908798,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
7,"Plain Jane","A$AP Ferg",894239,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
8,Havana,"Camila Cabello",893739,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
9,"Too Good At Goodbyes","Sam Smith",851672,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
10,"Bank Account","21 Savage",843492,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
11,MotorSport,Migos,797574,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
12,Wolves,"Selena Gomez",784472,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
13,Perfect,"Ed Sheeran",767929,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
14,"Let You Down",NF,752608,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
15,"Young Dumb & Broke",Khalid,718563,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
16,1-800-273-8255,Logic,707071,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
17,"XO TOUR Llif3","Lil Uzi Vert",706226,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
18,"I Get The Bag (feat. Migos)","Gucci Mane",695036,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
19,"What Lovers Do (feat. SZA)","Maroon 5",687576,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
20,"All I Want for Christmas Is You","Mariah Carey",657903,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
21,"New Rules","Dua Lipa",650582,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
22,Congratulations,"Post Malone",644614,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
23,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",632209,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
24,Silence,Marshmello,625906,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
25,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",624453,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
26,Betrayed,"Lil Xan",612066,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
27,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",598968,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
28,"Bad At Love",Halsey,580451,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
29,"Ghostface Killers","21 Savage",579871,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
30,"Bodak Yellow","Cardi B",562925,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
31,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",544225,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
32,HUMBLE.,"Kendrick Lamar",537667,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
33,"Butterfly Effect","Travis Scott",527663,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
34,"Wanted You (feat. Lil Uzi Vert)",NAV,521790,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
35,"Jocelyn Flores",XXXTENTACION,506784,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
36,Unforgettable,"French Montana",505795,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
37,goosebumps,"Travis Scott",505319,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
38,"Sorry Not Sorry","Demi Lovato",504126,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
39,"LOVE. FEAT. ZACARI.","Kendrick Lamar",495594,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
40,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",484801,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
41,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,481304,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
42,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",479348,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
43,Thunder,"Imagine Dragons",476602,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
44,Location,Khalid,465889,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
45,"How Long","Charlie Puth",452647,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
46,"Rockin' Around The Christmas Tree - Single Version","Brenda Lee",449561,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3
47,"Slippery (feat. Gucci Mane)",Migos,440670,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
48,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",434280,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
49,"Dusk Till Dawn - Radio Edit",ZAYN,420283,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
50,"Rubbin Off The Paint","YBN Nahmir",394814,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj
51,"Go Flex","Post Malone",391412,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
52,"Rake It Up","Yo Gotti",386337,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
53,"Feel It Still","Portugal. The Man",384211,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
54,"It's the Most Wonderful Time of the Year","Andy Williams",379125,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
55,"I Miss You (feat. Julia Michaels)","Clean Bandit",377461,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
56,"The Race","22 Savage",367625,https://open.spotify.com/track/0UioblV1x795s55Ur58c6c
57,GUMMO,6ix9ine,361896,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
58,"Échame La Culpa","Luis Fonsi",361565,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
59,Wait,"Maroon 5",353218,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
60,"Havana - Remix","Camila Cabello",347207,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
61,"Sky Walker",Miguel,341608,https://open.spotify.com/track/1DRW9bQzt2SE8f7H4KJZyL
62,"Last Christmas",Wham!,337916,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
63,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",337250,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
64,"Relationship (feat. Future)","Young Thug",330840,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
65,DNA.,"Kendrick Lamar",329988,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
66,"Jingle Bell Rock","Anita Kerr Singers",327270,https://open.spotify.com/track/4IdXngKo4g5exqZ0fQTecu
67,Transportin',"Kodak Black",320793,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
68,"White Iverson","Post Malone",320703,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
69,Redbone,"Childish Gambino",319117,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
70,Pray,"Sam Smith",317003,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
71,Believer,"Imagine Dragons",314205,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
72,"Love Galore",SZA,311446,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
73,"Shape of You","Ed Sheeran",310279,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
74,Magnolia,"Playboi Carti",309307,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
75,"Losin Control",Russ,308421,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
76,"Sauce It Up","Lil Uzi Vert",305041,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
77,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",301460,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
78,"Walk On Water (feat. Beyoncé)",Eminem,298289,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
79,"Pills & Automobiles","Chris Brown",297904,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5
80,"Body Like A Back Road","Sam Hunt",297510,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
81,"The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix","Lil Uzi Vert",292147,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm
82,Attention,"Charlie Puth",291386,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
83,"Mi Gente","J Balvin",290833,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
84,"Mask Off",Future,289630,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
85,"Tip Toe (feat. French Montana)","Jason Derulo",289485,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
86,"A Holly Jolly Christmas - Single Version","Burl Ives",289431,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
87,"Everybody Dies In Their Nightmares",XXXTENTACION,285397,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
88,"Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra",284308,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
89,Stargazing,Kygo,282785,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
90,"It's A Vibe","2 Chainz",278653,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
91,"What Ifs","Kane Brown",271935,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
92,"It's Beginning To Look A Lot Like Christmas","Michael Bublé",271139,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
93,"The Weekend",SZA,267287,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
94,"Say You Won't Let Go","James Arthur",267130,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
95,Praying,Kesha,264156,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
96,Downtown,Anitta,264054,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
97,Icon,"Jaden Smith",263690,https://open.spotify.com/track/22nyEAEM29tcBRhukR089b
98,"Good Old Days (feat. Kesha)",Macklemore,263422,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X
99,"Homemade Dynamite - REMIX",Lorde,257899,https://open.spotify.com/track/2rE9TX3VQ0WNt7kziFhKep
100,"I Like Me Better",Lauv,256120,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
101,"MIC Drop (feat. Desiigner) [Steve Aoki Remix]",BTS,256104,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF
102,"Despacito - Remix","Luis Fonsi",252908,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
103,"...Ready For It?","Taylor Swift",250403,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM
104,"Lonely Together (feat. Rita Ora)",Avicii,249771,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
105,"Glorious (feat. Skylar Grey)",Macklemore,248335,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
106,"Do They Know It's Christmas? - 1984 Version","Band Aid",248089,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
107,"White Christmas","Bing Crosby",247521,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
108,"Strip That Down","Liam Payne",246844,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
109,"Slow Hands","Niall Horan",246497,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J
110,"Tunnel Vision","Kodak Black",245751,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
111,"The Christmas Song (Merry Christmas To You)","Nat King Cole",245515,https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2
112,"I'm the One","DJ Khaled",244031,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
113,"Bounce Back","Big Sean",243691,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
114,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",243157,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
115,"iSpy (feat. Lil Yachty)",KYLE,243090,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
116,"Winter Wonderland","Bing Crosby",242045,https://open.spotify.com/track/5VEuraNSVxMTzDTtrmL3lQ
117,Crew,GoldLink,241076,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
118,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,240862,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
119,"Look What You Made Me Do","Taylor Swift",240427,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
120,wokeuplikethis*,"Playboi Carti",239639,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
121,"Blue Christmas","Elvis Presley",239298,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
122,"beibs in the trap","Travis Scott",238820,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
123,"Christmas Time Is Here - Vocal","Vince Guaraldi Trio",238567,https://open.spotify.com/track/299lFlaAsNQdgbIZNPmIA0
124,"No Role Modelz","J. Cole",234806,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
125,PRBLMS,6LACK,233623,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt
126,"Get It Right (feat. MØ)",Diplo,233586,https://open.spotify.com/track/68m6iwhKElLTBaGRG1LLwE
127,"Rap Saved Me","21 Savage",233533,https://open.spotify.com/track/0tdCy39PgWN8LFWu34ORn3
