Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",2492069,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"I Fall Apart","Post Malone",1240805,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
3,1-800-273-8255,Logic,1154375,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
4,"Bank Account","21 Savage",1066125,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
5,"Bodak Yellow","Cardi B",1021045,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
6,"Gucci Gang","Lil Pump",973228,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
7,"XO TOUR Llif3","Lil Uzi Vert",891164,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
8,"Young Dumb & Broke",Khalid,874116,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
9,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",809013,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
10,Congratulations,"Post Malone",797071,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
11,"Jocelyn Flores",XXXTENTACION,777700,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
12,"Too Good At Goodbyes - Edit","Sam Smith",760105,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
13,"Sorry Not Sorry","Demi Lovato",750563,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
14,HUMBLE.,"Kendrick Lamar",719144,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
15,Silence,Marshmello,717925,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
16,Havana,"Camila Cabello",713335,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
17,Unforgettable,"French Montana",692679,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
18,"What Lovers Do (feat. SZA)","Maroon 5",669793,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
19,"I Get The Bag (feat. Migos)","Gucci Mane",668006,https://open.spotify.com/track/1HTtUBEY3tuw2btgwwI2Ja
20,"Let You Down",NF,666075,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
21,"Butterfly Effect","Travis Scott",638983,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
22,"Go Flex","Post Malone",628484,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
23,"Feel It Still","Portugal. The Man",614259,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
24,Thunder,"Imagine Dragons",614157,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
25,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",595581,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
26,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",594561,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
27,"Dusk Till Dawn - Radio Edit",ZAYN,587022,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
28,Perfect,"Ed Sheeran",582399,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
29,goosebumps,"Travis Scott",568134,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
30,"New Rules","Dua Lipa",563097,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
31,"Look What You Made Me Do","Taylor Swift",560430,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
32,Pray,"Sam Smith",558796,https://open.spotify.com/track/0D8ZpOXVjapLXrjz5VfZSD
33,"Bad At Love",Halsey,547159,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
34,"Plain Jane","A$AP Ferg",546629,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
35,Location,Khalid,544942,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
36,"Love Galore",SZA,529284,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
37,"Rake It Up","Yo Gotti",527557,https://open.spotify.com/track/6c7D34787LOtPm8tzhsLgH
38,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,526001,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
39,"Glorious (feat. Skylar Grey)",Macklemore,523400,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
40,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",505233,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
41,Transportin',"Kodak Black",504489,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
42,"Slippery (feat. Gucci Mane)",Migos,492511,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
43,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,477974,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U
44,"How Long","Charlie Puth",469813,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
45,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",464428,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
46,"Mi Gente (feat. Beyoncé)","J Balvin",456303,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
47,"The Race",Tay-K,453890,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX
48,"Mi Gente","J Balvin",453580,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
49,Believer,"Imagine Dragons",449498,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
50,"LOVE. FEAT. ZACARI.","Kendrick Lamar",404262,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
51,"Strip That Down","Liam Payne",404133,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
52,Magnolia,"Playboi Carti",398431,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
53,DNA.,"Kendrick Lamar",391934,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
54,"Relationship (feat. Future)","Young Thug",389402,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
