Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",1405517,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"No Limit",G-Eazy,1075316,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
3,"Bartier Cardi (feat. 21 Savage)","Cardi B",1058092,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
4,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1051757,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
5,"I Fall Apart","Post Malone",949734,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
6,"Ric Flair Drip (& Metro Boomin)",Offset,871302,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
7,"Him & I (with Halsey)",G-Eazy,843043,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
8,"All The Stars (with SZA)","Kendrick Lamar",832808,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr
9,Filthy,"Justin Timberlake",805467,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
10,Havana,"Camila Cabello",782920,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
11,"Gucci Gang","Lil Pump",763588,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
12,"LOVE. FEAT. ZACARI.","Kendrick Lamar",735901,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
13,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",733569,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
14,"Candy Paint","Post Malone",710211,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
15,"Let You Down",NF,686146,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
16,"XO TOUR Llif3","Lil Uzi Vert",685604,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
17,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",637720,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
18,"Bank Account","21 Savage",636866,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
19,MotorSport,Migos,633160,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
20,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",629468,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
21,"River (feat. Ed Sheeran)",Eminem,623114,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
22,"Plain Jane","A$AP Ferg",614212,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
23,Wolves,"Selena Gomez",603861,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
24,HUMBLE.,"Kendrick Lamar",597602,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
25,"Too Good At Goodbyes","Sam Smith",591243,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
26,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",587563,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
27,"New Rules","Dua Lipa",583877,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
28,Congratulations,"Post Malone",581732,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
29,Perfect,"Ed Sheeran",573772,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
30,"Young Dumb & Broke",Khalid,566041,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
31,"Sky Walker",Miguel,554079,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
32,"Bodak Yellow","Cardi B",540616,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
33,Silence,Marshmello,532744,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
34,"Bad At Love",Halsey,522128,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
35,"What Lovers Do (feat. SZA)","Maroon 5",521323,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
36,1-800-273-8255,Logic,520876,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
37,"I Get The Bag (feat. Migos)","Gucci Mane",520329,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
38,"Stir Fry",Migos,497338,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm
39,Betrayed,"Lil Xan",496549,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
40,"Tell Me You Love Me","Demi Lovato",491032,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
41,goosebumps,"Travis Scott",476961,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
42,"Never Be the Same","Camila Cabello",468587,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
43,Thunder,"Imagine Dragons",464409,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
44,"Butterfly Effect","Travis Scott",459090,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
45,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",442657,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
46,Unforgettable,"French Montana",438025,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
47,Location,Khalid,436163,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
48,"Sorry Not Sorry","Demi Lovato",427246,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
49,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",417872,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
50,"End Game","Taylor Swift",415824,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
51,"Wanted You (feat. Lil Uzi Vert)",NAV,408207,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
52,Designer,"Lil Pump",406959,https://open.spotify.com/track/4xKdh72z7sb51GRyHii3B6
53,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",388820,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
54,Saint,"Huncho Jack",388150,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe
55,"Jocelyn Flores",XXXTENTACION,378451,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
56,"Slippery (feat. Gucci Mane)",Migos,373691,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
57,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,364630,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
58,IDGAF,"Dua Lipa",361442,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
59,"Ghostface Killers","21 Savage",359584,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
60,"How Long","Charlie Puth",351370,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
61,"Rubbin Off The Paint","YBN Nahmir",350790,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj
