Position,"Track Name",Artist,Streams,URL
1,HUMBLE.,"Kendrick Lamar",2137610,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
2,"Despacito - Remix","Luis Fonsi",1984418,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
3,"I'm the One","DJ Khaled",1826897,https://open.spotify.com/track/72Q0FQQo32KJloivv5xge2
4,"XO TOUR Llif3","Lil Uzi Vert",1532139,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
5,"Mask Off",Future,1199973,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
6,DNA.,"Kendrick Lamar",1137230,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
7,1-800-273-8255,Logic,1083714,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
8,Congratulations,"Post Malone",1044975,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
9,Unforgettable,"French Montana",959676,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW
10,"Bad Liar","Selena Gomez",923787,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
11,Location,Khalid,916301,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
12,"That's What I Like","Bruno Mars",910840,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
13,Malibu,"Miley Cyrus",910397,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
14,"Stay (with Alessia Cara)",Zedd,898185,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
15,Passionfruit,Drake,825735,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
16,"iSpy (feat. Lil Yachty)",KYLE,808370,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
17,"LOVE. FEAT. ZACARI.","Kendrick Lamar",796055,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
18,"Tunnel Vision","Kodak Black",765509,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
19,Portland,Drake,751857,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
20,Attention,"Charlie Puth",744408,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
21,Redbone,"Childish Gambino",744292,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
22,goosebumps,"Travis Scott",731303,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
23,"Shape of You","Ed Sheeran",723780,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
24,"Slippery (feat. Gucci Mane)",Migos,686309,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
25,"It Ain't Me (with Selena Gomez)",Kygo,666067,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
26,Issues,"Julia Michaels",663615,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
27,Thunder,"Imagine Dragons",662868,https://open.spotify.com/track/56lBX2WHqfGuoeZxZvUnVj
28,"Now Or Never",Halsey,658310,https://open.spotify.com/track/1mDGDb2fUmUMdqV3tb8VKQ
29,Slide,"Calvin Harris",658288,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk
30,"Sign of the Times","Harry Styles",652935,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
31,"There's Nothing Holdin' Me Back","Shawn Mendes",650159,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
32,"Body Like A Back Road","Sam Hunt",644093,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
33,"Mask Off - Remix",Future,644055,https://open.spotify.com/track/6DB2KOEwHnjkgEnBt5SdeJ
34,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",621780,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
35,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",616640,https://open.spotify.com/track/3LnOF5n1GOs01siYZXzS3p
36,"Strip That Down","Liam Payne",599483,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
37,Magnolia,"Playboi Carti",598966,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
38,Rollin,"Calvin Harris",596309,https://open.spotify.com/track/3FDrI0FLKzrYQiWxPhqV2W
39,"Look At Me!",XXXTENTACION,583593,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw
40,"Slow Hands","Niall Horan",571216,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
41,"Something Just Like This","The Chainsmokers",558987,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
42,Gyalchester,Drake,550077,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi
43,"Bounce Back","Big Sean",547740,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
44,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",540443,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
45,ELEMENT.,"Kendrick Lamar",538800,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG
46,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,534578,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
47,T-Shirt,Migos,529436,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
48,"do re mi",Blackbear,529116,https://open.spotify.com/track/6CUBgX8bXC5YQCkdgRHqyg
49,"First Time",Kygo,511159,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
50,"The Cure","Lady Gaga",510266,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh
51,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",453601,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
52,"Fake Love",Drake,446061,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
53,"Quit (feat. Ariana Grande)","Cashmere Cat",445865,https://open.spotify.com/track/4Q5yMlwAfAoitqg4r9oZHN
54,"Crying in the Club","Camila Cabello",441435,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
55,"No Promises (feat. Demi Lovato)","Cheat Codes",439746,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
56,"Most Girls","Hailee Steinfeld",434187,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
57,Swang,"Rae Sremmurd",424212,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL
58,Selfish,Future,421898,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA
59,wokeuplikethis*,"Playboi Carti",421043,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
60,"Butterfly Effect","Travis Scott",415933,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
61,Believer,"Imagine Dragons",411245,https://open.spotify.com/track/6VRghJeP6I0w1KxkdWFfIh
62,"The Night We Met","Lord Huron",403693,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
63,"Say You Won't Let Go","James Arthur",399585,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
64,"Swish Swish","Katy Perry",392166,https://open.spotify.com/track/3VRk65lHSwqd90TAkQqhvB
65,Everybody,Logic,370737,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM
66,"Symphony (feat. Zara Larsson)","Clean Bandit",365294,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
67,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",359450,https://open.spotify.com/track/39IsH7B5byx8NRlEKlZVg9
68,Closer,"The Chainsmokers",354981,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
69,"Good Life (with G-Eazy & Kehlani)",G-Eazy,352035,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E
70,Rolex,"Ayo & Teo",344702,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt
71,"No Vacancy",OneRepublic,344327,https://open.spotify.com/track/6XOYVSmNDjKUNMXooU4s4z
72,Starboy,"The Weeknd",341643,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
73,Paris,"The Chainsmokers",340747,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
74,"Broccoli (feat. Lil Yachty)",DRAM,336876,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
75,"XXX. FEAT. U2.","Kendrick Lamar",329961,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF
76,"I Feel It Coming","The Weeknd",326220,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
77,"Get Right Witcha",Migos,321317,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj
78,Up,NAV,319439,https://open.spotify.com/track/5qbcsZMwL0x46sX7VO37Ye
79,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,318340,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
80,"Whatever It Takes","Imagine Dragons",316103,https://open.spotify.com/track/4izg6Hydc6XGErWW6nbdsV
81,"Bad Bitch (feat. Ty Dolla $ign)","Bebe Rexha",312508,https://open.spotify.com/track/4ZJPwET9Jrgpkqi4Vo3Yg8
82,"Losin Control",Russ,311482,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
83,"Whippin (feat. Felix Snow)",Kiiara,301862,https://open.spotify.com/track/3QWjljChcOMkRDYSzF33Qr
84,"One Dance",Drake,297369,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
85,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",296221,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
86,"White Iverson","Post Malone",287568,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
87,"Money Longer","Lil Uzi Vert",287300,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
88,YAH.,"Kendrick Lamar",280278,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni
89,Caroline,Aminé,279005,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g
90,"Still Got Time",ZAYN,278422,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
91,"Sweet Creature","Harry Styles",278112,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5
92,"The One","The Chainsmokers",276583,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
93,"Nights With You",MØ,273808,https://open.spotify.com/track/5q5gzmbBS5yQzos2BvVr1t
94,"First Day Out","Tee Grizzley",273644,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z
95,Mama,"Jonas Blue",270661,https://open.spotify.com/track/4xlrALxuaCf9yZBHJeTSG6
96,"You Was Right","Lil Uzi Vert",270627,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
97,Neighbors,"J. Cole",264072,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy
98,"24K Magic","Bruno Mars",263537,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
99,"From The D To The A (feat. Lil Yachty)","Tee Grizzley",263334,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2
100,LUST.,"Kendrick Lamar",263213,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp
101,"X (feat. Future)","21 Savage",260991,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
102,Myself,NAV,260919,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN
103,"pick up the phone","Young Thug",257161,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr
104,PRIDE.,"Kendrick Lamar",256493,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg
105,Moves,"Big Sean",253789,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS
106,"Young Dumb & Broke",Khalid,252344,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
107,Hurricane,"Luke Combs",249935,https://open.spotify.com/track/4gHDOASpAaGG9eitQZP1bQ
108,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",248557,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
109,"Low Life",Future,247968,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
110,"Black Beatles","Rae Sremmurd",246913,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo
111,FEEL.,"Kendrick Lamar",246082,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF
112,"Go Flex","Post Malone",245722,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
113,"Trap Paris (feat. Quavo & Ty Dolla $ign)","Machine Gun Kelly",243580,https://open.spotify.com/track/5hfpu8saHLGedbHRtNCYjm
114,"No Role Modelz","J. Cole",242665,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
115,PRBLMS,6LACK,242575,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO
116,"What They Want",Russ,242562,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv
117,"Teenage Fever",Drake,241761,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo
118,Starving,"Hailee Steinfeld",241521,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
119,"Break Up Every Night","The Chainsmokers",241243,https://open.spotify.com/track/6cPyTS0Kk2sc4xQwC93kOg
120,"Scared to Be Lonely","Martin Garrix",240892,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
121,GOD.,"Kendrick Lamar",232990,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I
122,"Peek A Boo","Lil Yachty",231776,https://open.spotify.com/track/1iTWoKAdilGEmit6xhQZje
123,"beibs in the trap","Travis Scott",231119,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8
124,"Obsession (feat. Jon Bellion)",Vice,229635,https://open.spotify.com/track/542Xd5qDeLBvgXZXhfW7LE
125,"Both (feat. Drake)","Gucci Mane",229307,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux
126,"Castle on the Hill","Ed Sheeran",227994,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
127,Disrespectful,GASHI,226988,https://open.spotify.com/track/0dvu4Irbq0SM5BWny30rRR
128,"Galway Girl","Ed Sheeran",226501,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
129,"Free Smoke",Drake,224294,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8
130,Touch,"Little Mix",223707,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
131,"Love On The Brain",Rihanna,223480,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02
132,"Both (feat. Drake & Lil Wayne) - Remix","Gucci Mane",223366,https://open.spotify.com/track/3VCYe6mCXebBgcfzaxCVNI
133,"Do Not Disturb",Drake,221143,https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384
134,"Me You",Russ,219164,https://open.spotify.com/track/4f1QbCjIAgQwnf7ms9NXWx
135,"Felices los 4",Maluma,216690,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
136,"In Case You Didn't Know","Brett Young",216050,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw
