Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",1746309,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Gucci Gang","Lil Pump",1284715,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
3,"I Fall Apart","Post Malone",918709,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4,"Bank Account","21 Savage",832664,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
5,Havana,"Camila Cabello",832633,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,"Plain Jane","A$AP Ferg",805910,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
7,"No Limit",G-Eazy,800448,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
8,"Candy Paint","Post Malone",786623,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
9,"Ric Flair Drip (& Metro Boomin)",Offset,771699,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
10,"Too Good At Goodbyes","Sam Smith",710871,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
11,"XO TOUR Llif3","Lil Uzi Vert",691548,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
12,MotorSport,Migos,688363,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
13,"I Get The Bag (feat. Migos)","Gucci Mane",675727,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
14,1-800-273-8255,Logic,656572,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
15,Wolves,"Selena Gomez",653688,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
16,"Young Dumb & Broke",Khalid,648990,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
17,Perfect,"Ed Sheeran",622149,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
18,Congratulations,"Post Malone",612923,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
19,"All I Want for Christmas Is You","Mariah Carey",592952,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
20,"What Lovers Do (feat. SZA)","Maroon 5",591698,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
