Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",1751975,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Gucci Gang","Lil Pump",1145999,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
3,"I Fall Apart","Post Malone",1008224,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4,"Ric Flair Drip (& Metro Boomin)",Offset,932187,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
5,"Candy Paint","Post Malone",923537,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
6,"All I Want for Christmas Is You","Mariah Carey",911202,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
7,"Go Legend (& Metro Boomin)","Big Sean",863663,https://open.spotify.com/track/3nWzRkoCa44adZZ00li9sF
8,"No Limit",G-Eazy,859278,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
9,Havana,"Camila Cabello",841886,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
10,"Him & I",G-Eazy,826845,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
11,"Bank Account","21 Savage",819706,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
12,"XO TOUR Llif3","Lil Uzi Vert",808619,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
13,"Too Good At Goodbyes","Sam Smith",791653,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
14,"Plain Jane","A$AP Ferg",786225,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
15,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",748252,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
16,"Let You Down",NF,741656,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
17,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",726118,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
18,1-800-273-8255,Logic,725838,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
19,"Young Dumb & Broke",Khalid,707873,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
20,HUMBLE.,"Kendrick Lamar",706526,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
21,Wolves,"Selena Gomez",704302,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
22,Congratulations,"Post Malone",702862,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
23,MotorSport,Migos,688514,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
24,Perfect,"Ed Sheeran",671837,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
25,"New Rules","Dua Lipa",620346,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
26,"I Get The Bag (feat. Migos)","Gucci Mane",612979,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
27,Betrayed,"Lil Xan",607235,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
28,"What Lovers Do (feat. SZA)","Maroon 5",598602,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
29,"Bodak Yellow","Cardi B",595458,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
30,Silence,Marshmello,582899,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
