Position,"Track Name",Artist,Streams,URL
1,rockstar,"Post Malone",2235139,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,"Gucci Gang","Lil Pump",1296491,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
3,"Ghostface Killers","21 Savage",1217186,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
4,"I Fall Apart","Post Malone",1158016,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
5,Havana,"Camila Cabello",1110629,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,"Bank Account","21 Savage",975573,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
7,Wolves,"Selena Gomez",971465,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,1-800-273-8255,Logic,963722,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
9,MotorSport,Migos,890421,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
10,"Ric Flair Drip (& Metro Boomin)",Offset,878511,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
11,"Young Dumb & Broke",Khalid,807309,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
12,"Bodak Yellow","Cardi B",795544,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
13,"I Get The Bag (feat. Migos)","Gucci Mane",783074,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
14,"XO TOUR Llif3","Lil Uzi Vert",779882,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
15,"Let You Down",NF,754506,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
16,"Too Good At Goodbyes - Edit","Sam Smith",751439,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
17,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",744562,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
18,"What Lovers Do (feat. SZA)","Maroon 5",722117,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
19,"Plain Jane","A$AP Ferg",711525,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
20,"Sorry Not Sorry","Demi Lovato",707976,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
21,Congratulations,"Post Malone",705489,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
22,Silence,Marshmello,692601,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
23,"Rap Saved Me","21 Savage",687319,https://open.spotify.com/track/0tdCy39PgWN8LFWu34ORn3
24,"New Rules","Dua Lipa",671600,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
25,Perfect,"Ed Sheeran",663531,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
26,"No Limit",G-Eazy,660136,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
27,"Feel It Still","Portugal. The Man",648395,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
28,"Bad At Love",Halsey,630932,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
29,HUMBLE.,"Kendrick Lamar",628396,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
30,"My Choppa Hate Niggas","21 Savage",613070,https://open.spotify.com/track/2D2w9943rsnJOGCrI4aMQp
31,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",604858,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
32,"Candy Paint","Post Malone",604664,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
33,Unforgettable,"French Montana",599650,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
34,"Butterfly Effect","Travis Scott",590393,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
35,"Jocelyn Flores",XXXTENTACION,587418,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
36,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",555648,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
37,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",554704,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
38,goosebumps,"Travis Scott",549351,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
39,Disrespectful,"21 Savage",528126,https://open.spotify.com/track/3oxCefEI6Tc6Z6t20J4IvH
40,Nightmare,Offset,523303,https://open.spotify.com/track/7LAhKXDNWwq3CmnFP3UIOP
41,"How Long","Charlie Puth",511516,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
42,"Dusk Till Dawn - Radio Edit",ZAYN,511244,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
43,"Mad Stalkers","21 Savage",497894,https://open.spotify.com/track/6HR1z11h0ROUlWP4Kx8Z7G
