Position,"Track Name",Artist,Streams,URL
1,"Despacito - Remix","Luis Fonsi",1786073,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2,HUMBLE.,"Kendrick Lamar",1724596,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
3,"XO TOUR Llif3","Lil Uzi Vert",1529596,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
4,"I'm the One","DJ Khaled",1491901,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
5,Congratulations,"Post Malone",1203763,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
6,Unforgettable,"French Montana",1115513,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
7,"Mask Off",Future,998647,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
8,Redbone,"Childish Gambino",952412,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
9,DNA.,"Kendrick Lamar",896885,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
10,Location,Khalid,852046,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
11,"2U (feat. Justin Bieber)","David Guetta",841774,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
12,Magnolia,"Playboi Carti",837314,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
13,1-800-273-8255,Logic,795253,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
14,"That's What I Like","Bruno Mars",755559,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
15,"Stay (with Alessia Cara)",Zedd,747304,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
16,Feels,"Calvin Harris",721659,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
17,goosebumps,"Travis Scott",701483,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
18,"Wild Thoughts","DJ Khaled",700502,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
19,"Now Or Never",Halsey,691872,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
20,"Body Like A Back Road","Sam Hunt",685966,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
21,"Slippery (feat. Gucci Mane)",Migos,679152,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
22,"Shape of You","Ed Sheeran",674460,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
23,"iSpy (feat. Lil Yachty)",KYLE,663740,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
24,"LOVE. FEAT. ZACARI.","Kendrick Lamar",662379,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
25,Attention,"Charlie Puth",660464,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
26,"Bad Liar","Selena Gomez",653516,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
