Position,"Track Name",Artist,Streams,URL
1,"Bank Account","21 Savage",1201874,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
2,Unforgettable,"French Montana",1103536,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
3,"XO TOUR Llif3","Lil Uzi Vert",1094535,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
4,"Wild Thoughts","DJ Khaled",979370,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
5,"Friends (with BloodPop®)","Justin Bieber",959460,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
6,"Despacito - Remix","Luis Fonsi",949536,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
7,"Bodak Yellow","Cardi B",918683,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
8,HUMBLE.,"Kendrick Lamar",886649,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
9,"Mi Gente","J Balvin",843772,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
10,"Sorry Not Sorry","Demi Lovato",817615,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
11,"I'm the One","DJ Khaled",802239,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
12,"Young Dumb & Broke",Khalid,781297,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
13,Congratulations,"Post Malone",751705,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
14,"Butterfly Effect","Travis Scott",743978,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
15,Feels,"Calvin Harris",718440,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
16,"Strip That Down","Liam Payne",699508,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
17,Silence,Marshmello,699210,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
18,1-800-273-8255,Logic,665174,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
19,Location,Khalid,640239,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
